targa,tratta,volte
2949576,11-19-8-12-14-,1
6527668,4-,1
6507422,4-,1
919432,17-,1
6289919,12-25-20-2-7-6-,1
912217,6-,1
6526399,15-,1
6508589,15-,1
1487441,3-,1
3371960,27-,1
1050277,8-,1
83509,17-16-4-9-26-10-7-,1
732401,17-7-,1
1031684,10-,1
20536,14-,1
5606537,21-27-,2
6012603,3-13-,1
2436040,21-,1
5610418,14-,1
1170202,24-,2
112823,16-,1
47554,5-14-,1
94172,21-,1
6516716,16-4-,1
6522656,1-,1
92614,24-,1
72741,21-21-,1
6516865,3-,1
340335,17-7-,1
588715,21-,1
1254007,11-19-8-3-13-,1
1230353,9-26-10-7-17-16-4-,1
860947,27-,1
3467434,27-9-26-10-23-15-3-,1
5740988,9-26-10-23-15-5-8-3-13-,1
6522217,19-,1
4215351,5-,1
418650,20-,1
6518360,11-19-20-2-16-4-,1
298494,8-4-,1
1011346,24-6-,1
2041561,3-,1
217658,9-26-10-23-15-5-8-3-13-22-1-12-14-,1
53121,21-,1
5786617,17-,1
82391,21-21-21-,1
5901589,21-,1
6350194,9-26-10-23-15-5-8-3-13-,1
309446,11-19-8-13-1-12-14-,1
86494,9-26-10-7-17-16-4-,1
6505279,2-,1
6526249,10-,1
5853592,4-21-,1
6530499,5-,1
4688189,16-,1
2454185,27-9-26-10-23-15-5-8-,1
27951,21-27-,1
6525191,12-,1
171884,1-12-25-20-,1
573190,1-,1
1009608,21-,1
1679479,21-,1
40671,17-,1
324296,6-,1
2521239,19-8-3-13-22-1-12-14-,1
6508680,23-,1
40308,21-27-,1
28682,1-3-1-,1
497562,8-,1
661043,26-,1
3926800,10-,1
6502597,2-,1
375705,27-9-10-,1
92425,20-2-16-4-,1
6523928,14-,1
248975,1-14-11-19-8-3-13-,1
361210,12-,1
5858922,21-,1
6532138,19-,1
816112,6-24-,1
79211,9-26-10-23-15-5-14-,1
1079310,17-7-,1
112726,12-8-,1
5795785,23-,1
1496339,9-26-10-23-15-5-14-11-19-25-20-2-16-4-,1
6523531,2-,1
648071,20-16-,1
6519059,4-,1
226186,21-27-21-,1
6525357,22-,1
6507934,4-,1
4340040,10-,1
74048,9-,1
78300,20-2-16-4-9-26-10-23-15-,1
5992507,23-15-13-,1
5593903,20-,1
6520409,4-,1
598347,2-,1
6526994,16-,1
6520448,7-,1
201210,5-14-19-25-,1
445456,12-20-2-16-4-21-,1
58223,25-20-2-4-,1
81793,21-,1
6523447,16-,1
6512916,20-,1
2216104,16-,1
1468312,12-16-4-,1
438283,21-,1
2790991,27-,1
5747373,24-15-,1
1016188,6-24-,1
323842,22-1-12-14-19-8-,1
328818,19-25-20-2-7-,1
5825592,11-19-20-2-16-4-21-,1
1873026,19-8-3-13-22-1-12-14-,1
2375520,3-,1
257576,27-9-26-10-23-15-5-8-3-,1
230634,1-12-8-3-1-12-8-3-,1
31620,22-,2
598961,9-,1
6376374,1-12-,1
6523369,16-,1
584473,21-21-,1
1480559,20-2-16-,1
6308273,9-26-10-23-15-5-14-,1
756918,27-9-10-7-,1
1958476,21-,1
513974,23-15-5-8-3-13-1-12-25-20-2-,1
46586,11-19-,1
485921,9-26-10-23-15-5-14-,1
964528,19-20-,1
2850874,22-1-12-14-19-8-3-13-,1
5614183,16-,1
6528096,19-,1
2775292,1-12-14-,1
6526643,1-12-,1
1771606,9-26-10-23-15-5-8-3-13-,1
6524679,11-8-,1
265229,4-14-,1
6509275,12-,1
6532368,14-,1
202008,1-12-,1
40393,17-23-15-5-20-2-7-,1
753193,6-24-,1
259698,13-,1
450461,19-,1
325620,11-19-20-2-16-4-,1
575311,12-2-16-4-9-26-23-,1
126641,22-1-12-20-2-16-4-,1
1971534,9-26-4-21-,1
1224882,27-,1
2465873,8-,1
8712,1-12-16-19-21-12-12-15-10-14-13-15-12-9-14-15-5-5-20-16-9-12-13-15-5-,1
6530129,15-,1
86287,21-,1
696985,12-25-20-2-7-6-24-,1
1019061,24-,1
34289,10-23-15-5-2-16-,1
2209633,14-,1
6285141,6-,1
301454,24-,1
6530728,7-,1
2054532,21-,1
61800,21-,1
372460,27-9-26-,1
6521298,4-,1
5701905,21-27-,1
6511056,4-,1
54553,19-8-3-13-1-12-14-,4
6531634,20-,1
21715,2-8-1-,1
2919148,9-26-10-7-11-19-20-2-16-4-,1
6526854,4-,1
6503534,7-,1
227959,9-,1
190603,22-1-12-14-,1
2280554,27-,1
355266,27-,1
2107703,11-,1
5621733,12-20-2-4-21-27-9-26-10-23-15-5-8-,1
6528387,9-,1
2548937,22-1-12-20-2-16-4-21-,1
166601,6-,1
454033,21-,1
304948,22-1-12-20-2-7-6-,1
6530284,9-,1
6531201,9-26-10-15-5-8-3-13-,1
1932394,22-2-16-4-,1
237998,20-23-15-2-15-2-23-15-,1
3363,16-10-12-16-1-16-2-16-26-1-16-16-12-15-5-12-5-15-,1
6505149,10-,1
6195304,15-,1
2065723,15-,1
145524,2-10-15-5-,1
176976,8-,1
2249075,26-10-23-15-5-8-3-13-22-1-12-25-,1
2285835,12-20-15-5-8-20-15-5-8-,1
2952210,21-,1
964498,12-25-20-2-16-4-,1
212247,19-20-5-8-,1
71401,6-24-,1
6523016,16-,1
43612,17-23-15-5-8-1-12-20-2-7-,1
865979,10-,1
268809,20-2-,1
3996,12-,1
1037670,19-,1
6507864,5-,1
5854942,15-13-,1
22929,9-10-,1
353487,17-7-,1
94709,19-8-3-13-22-1-12-14-,2
850736,15-12-2-4-21-,1
48396,7-17-,1
72517,24-,1
2207670,26-10-23-15-5-25-20-2-16-4-,1
763110,12-8-,1
2247807,1-12-20-2-16-4-9-26-10-23-15-5-8-3-,1
921315,27-9-10-5-14-16-,1
6532236,9-3-,1
6531261,1-,1
5611044,11-19-25-20-2-16-4-,1
605238,9-,1
6511531,9-26-,1
1354303,7-17-,1
457445,21-,1
844240,21-,1
6514303,10-8-,1
5615353,11-19-,1
1039830,26-10-18-23-15-5-8-3-13-,1
93908,11-19-25-20-2-16-4-,1
6518858,9-,1
459366,26-10-16-4-,1
1680918,17-7-,1
691019,12-6-24-,1
191407,21-,1
6501910,1-,1
1528775,20-,1
1684263,2-,1
120254,9-26-10-23-15-5-8-,1
1527092,21-,1
6528111,19-,1
229265,14-19-,2
1884446,7-17-23-,1
2534945,9-10-,1
6525896,2-,1
47954,21-27-,1
6512851,26-,1
759531,1-12-25-20-2-16-4-21-,1
676805,17-23-,1
915330,21-,1
6532269,5-,1
599107,21-27-,1
6520453,15-,1
178500,10-15-14-,1
5619903,2-16-4-24-,1
6504935,10-,1
1318973,8-,1
2648784,17-16-4-21-,1
705504,10-,1
463468,14-,1
6525895,23-15-,1
6527866,25-,1
6514117,7-,1
6528876,13-,1
5663326,9-26-10-23-15-5-14-19-20-2-16-4-21-,1
733260,13-,3
253536,9-26-10-18-23-15-5-14-,1
6523080,15-,1
740793,20-7-6-,1
2647161,14-11-19-,1
893065,5-,1
1834990,24-,1
335046,27-21-,1
6528745,2-,1
3967670,11-20-21-,1
2514978,16-,1
6253997,2-,1
447727,16-21-27-9-1-,1
6343052,9-26-10-7-17-16-4-,1
609923,6-,1
2679794,16-4-,1
588678,27-9-21-,1
41136,9-9-,2
1025087,14-,1
6520008,24-15-5-14-,1
94060,21-21-,1
6502508,11-,1
6503731,5-,1
6522625,20-,1
6517410,2-,1
3076948,24-6-,1
91957,6-24-,1
6530008,26-,1
22885,9-26-10-15-20-2-16-4-,1
300646,16-,1
5889021,17-,1
2523545,27-9-26-10-23-15-5-14-,1
306103,12-2-16-,1
6508956,3-,1
4313170,9-26-10-,1
94539,24-17-23-15-5-14-6-,1
65201,17-,1
2292402,27-,1
5315175,20-2-16-,1
612130,24-17-23-15-5-8-3-13-22-1-12-20-2-7-6-,1
60660,27-9-26-10-23-15-5-8-3-13-,1
1495742,22-1-12-20-2-16-4-9-26-10-23-15-5-8-3-13-,1
6526873,1-,1
6166723,13-,1
6519640,27-,1
206459,7-17-,1
1736584,22-12-20-2-16-4-23-15-5-8-3-13-,1
1086503,19-8-3-1-12-14-,1
6521649,7-,1
6506085,4-,1
47664,17-7-,1
222453,19-8-3-13-1-12-14-,1
223917,27-27-21-,1
6525613,10-18-,1
663280,22-1-12-20-2-,1
6530037,10-,1
29270,7-,1
142780,9-,1
1634641,9-21-,1
6093288,24-,1
3049632,8-,1
3201971,22-1-12-20-2-16-4-,1
10249,12-,1
2379797,19-8-3-13-22-1-12-14-,1
326707,12-14-,1
187696,24-,1
87004,17-16-4-21-,1
6502561,15-,1
2932161,5-,1
358174,19-20-,1
1314231,12-,1
6518431,9-10-23-8-3-13-,1
59036,4-9-,1
3971056,5-,1
6501813,4-,1
3277635,9-,1
387404,16-20-4-,1
28829,15-5-8-3-13-22-1-12-25-20-,1
5617602,21-,1
1418385,22-1-12-14-19-8-3-13-,1
6527020,16-,1
3406264,10-,1
6524235,5-,1
602246,9-26-10-23-15-20-2-16-4-,1
729263,11-20-2-16-,1
6005473,21-,1
1079399,17-7-,1
5750488,6-,1
6521942,16-,1
1722086,19-8-3-13-,1
6510465,21-,1
6509095,20-,1
676988,27-9-26-10-23-15-5-8-,1
435049,15-5-8-3-1-12-25-,1
6523704,1-,1
5437949,5-,1
397866,9-26-15-5-,1
6241264,23-,1
6517101,9-26-10-16-4-,1
6524383,16-,1
409166,23-,1
1672811,8-,1
208666,19-8-3-13-22-1-12-14-,1
910028,24-,1
5815753,27-,1
898780,8-3-13-,1
999066,15-,1
6500654,23-,1
331375,11-19-8-3-13-22-1-12-14-,1
90718,21-,1
55174,27-,1
77677,15-5-14-,1
456539,21-,1
1996376,1-12-,1
43830,9-26-10-23-15-5-8-3-13-22-1-12-20-2-16-4-,1
46507,19-8-3-13-22-12-14-,1
625459,12-,1
167204,9-26-10-15-5-14-19-20-2-16-4-,1
39194,22-13-,3
6501904,23-,1
6258073,27-9-26-10-,1
78865,19-8-3-22-1-12-14-,1
6518902,21-,1
40227,19-14-,1
484029,22-1-12-20-2-16-4-21-,1
965387,1-12-20-4-15-5-3-13-,1
6530971,15-,1
275334,9-26-10-23-15-5-8-,1
69071,17-,1
87658,24-,1
112846,1-12-25-2-4-,1
84841,6-,1
2334912,24-6-,1
6529097,9-26-10-23-15-5-14-,1
2284772,7-,1
1072789,17-23-2-,1
2170426,19-8-3-1-12-14-,1
1650398,18-15-,1
55161,17-15-5-8-,1
388527,11-,1
82595,17-23-15-5-14-19-25-20-2-7-,1
2179747,9-26-18-23-15-5-8-,1
53026,21-,1
461701,13-22-1-12-25-5-8-3-,1
2174495,11-2-16-21-,1
460473,22-1-12-25-20-2-7-,1
2147954,26-,1
2165441,11-19-,1
539848,25-20-2-16-4-24-6-9-,1
2148251,24-,1
2173395,8-3-,1
2149243,10-,1
2101353,8-,1
2150815,12-,1
1259924,18-7-17-,1
81423,11-19-8-3-13-22-1-12-14-,1
2148878,18-,1
430471,2-16-4-,1
64845,21-,2
1883316,21-,1
2157498,9-26-18-23-15-,1
834809,20-2-16-4-,1
62736,9-,1
76305,17-17-,2
1715720,9-,1
396889,9-26-18-23-15-5-8-3-13-,1
1058864,9-26-18-23-15-5-8-3-13-,1
487462,22-12-,1
2166229,26-18-23-,1
2179684,9-26-10-18-23-15-5-8-3-13-,1
167049,9-,1
501914,3-1-,1
53080,21-,1
30278,17-23-2-7-,1
596651,19-25-20-2-7-17-23-15-5-14-,1
2176969,9-23-,1
444825,11-4-,1
1290183,22-1-12-20-16-4-9-26-10-18-23-5-19-8-3-,1
2166965,11-19-20-2-16-4-9-26-10-18-23-15-5-14-,1
2181489,19-20-,1
64229,18-7-17-16-,1
1182365,21-,1
2172699,9-,1
2166258,1-12-14-,1
71885,24-,1
539154,9-,1
675926,14-19-,1
49604,14-,1
69763,7-17-,1
2184122,16-,1
915091,22-1-12-8-,1
223813,25-20-2-16-4-,1
1713046,19-20-2-16-4-,1
2151880,12-,1
44029,17-16-4-,1
2153817,16-,1
2169802,19-25-20-2-16-4-,1
2179671,10-,1
391197,9-3-,1
58068,9-26-18-7-,1
167585,9-,1
303294,11-19-20-2-16-4-,1
354222,3-13-22-,1
64044,6-24-,1
2147670,13-,1
2170604,1-12-25-20-2-16-4-,1
475646,11-,1
726677,9-,1
2158264,9-26-18-15-5-8-,1
173482,12-,1
1716066,22-1-12-20-2-16-4-21-,1
2155168,23-,1
584791,24-17-23-15-5-8-3-13-,1
836259,24-21-,1
462194,21-,1
1747155,9-,1
2161027,3-,1
65765,9-26-10-18-23-15-5-14-19-25-20-2-7-,1
224907,18-23-15-5-8-3-13-,2
92326,9-26-18-23-15-5-14-11-19-20-2-16-4-21-,1
450956,12-17-7-,1
733913,21-,1
832886,6-24-,1
2172396,23-,1
1659592,12-11-19-8-,1
70923,17-,1
2173182,1-,1
2157666,4-,1
559406,9-26-18-23-15-5-8-3-13-,1
144377,22-1-12-20-2-7-6-24-17-23-15-5-8-3-13-,1
2180839,9-26-23-15-5-8-3-13-,1
2187458,6-,1
1129284,9-,1
824644,9-26-18-23-15-5-8-3-13-,1
93907,1-12-25-16-4-21-,1
794823,1-,1
87208,14-19-8-,1
272374,11-4-,1
434562,9-26-18-7-20-,1
2164604,6-24-,1
2185353,8-,1
2161334,22-1-12-14-19-8-3-13-,1
2183725,5-,1
693552,12-20-2-16-,1
2166424,23-,1
113570,1-13-,1
2172409,9-,1
2153858,20-2-,1
193674,9-26-23-,1
1447719,9-18-5-8-,1
2185054,9-10-23-,1
356708,9-26-18-23-15-5-8-3-13-,1
62005,9-18-15-5-8-9-26-15-5-8-,1
2179194,25-,1
143435,12-,1
30022,7-17-,1
669011,1-20-,1
23175,9-,1
1595898,22-1-12-25-20-2-7-,1
2151274,4-,1
2153568,19-,1
2150619,8-,1
2186304,3-,1
93010,1-12-14-19-8-3-,4
2152435,4-,1
74510,1-12-,1
427561,17-,1
449011,19-20-2-16-4-26-18-23-15-5-14-,1
2155694,8-,1
324257,9-26-10-18-7-,1
2175632,9-,2
257325,22-1-,1
1271274,9-,2
49933,3-13-22-13-,1
2164097,4-,1
2161246,9-26-18-23-15-5-8-,1
341034,9-26-10-18-7-17-16-4-21-,1
2184726,7-,1
534711,24-,1
66039,13-,2
43375,9-26-10-18-23-15-5-8-3-,1
2159005,9-26-10-18-23-15-5-8-3-13-,1
83193,23-2-23-2-,2
211737,21-,1
92106,7-,3
2156740,15-,1
113964,5-,1
2169136,20-2-16-4-,1
2166820,9-26-18-,1
54365,20-2-16-4-,1
2165103,19-20-,1
90057,17-16-4-,1
2157604,8-,1
2172649,9-21-,1
2173600,12-20-2-16-4-,1
2164942,1-12-14-,1
599021,21-,1
548831,16-,1
38603,7-,1
539649,24-,1
1716421,11-19-25-20-2-16-4-,1
196789,24-17-23-15-5-14-20-2-16-4-,1
2174255,4-,1
2189152,20-2-16-4-,1
492075,12-,1
65230,19-20-2-7-17-23-15-5-14-,1
70171,4-9-26-10-,1
134206,6-6-24-,1
96702,19-8-3-13-22-1-12-14-,1
2187848,23-,1
223478,17-4-9-26-18-7-,1
214600,9-26-4-,1
2170427,26-3-,1
2168659,9-26-18-23-15-5-8-3-13-,1
940293,19-8-3-13-22-1-12-14-,1
2171128,9-,1
761426,2-23-,1
672159,9-26-10-18-23-15-5-8-,1
259276,11-,1
2188009,19-,1
86321,21-,2
41690,7-,1
16017,12-,1
2152704,16-,1
48870,17-,1
677866,9-18-7-,1
78456,26-,1
2152591,4-,1
34647,7-,1
612549,9-,1
2159503,9-26-18-23-15-5-8-,1
204493,6-,1
452175,9-21-,1
834356,22-1-12-20-2-16-4-21-9-26-10-18-23-15-5-8-3-13-,1
1679845,11-,1
427550,19-8-12-14-,1
66667,17-,1
916954,9-16-4-,1
319148,17-7-,1
207301,9-26-18-23-15-5-8-3-13-1-12-20-2-16-,1
1593063,9-26-10-18-23-15-5-8-3-13-,1
88823,16-4-26-10-18-,1
2180686,9-26-18-23-15-5-8-,1
2149959,26-,1
2176318,5-,1
586288,21-,1
694318,11-19-20-2-16-4-,1
70393,21-,1
433795,19-8-3-13-,1
2164406,1-12-5-8-3-13-,1
2167843,23-15-20-2-,1
25963,17-7-6-,1
88507,24-,1
2181235,19-,1
2185812,2-,1
82077,6-24-,1
624641,5-,1
2153247,19-,1
209954,9-26-4-,2
537477,24-,1
85141,19-25-,1
729073,19-25-20-2-16-,1
2180728,9-26-10-18-23-15-,1
2180525,22-12-3-,1
2184648,20-,1
455290,25-,1
2149100,9-,1
155338,7-,1
2169826,12-25-20-2-16-4-,1
2163427,26-18-,1
2155217,12-14-,1
2169702,18-23-15-5-14-19-20-2-,1
41650,6-,2
2174624,5-,1
352130,16-4-,1
57354,1-12-20-2-7-6-,1
2181507,15-,1
429727,22-1-12-20-2-16-4-,1
767884,20-,1
60873,4-21-,1
655992,26-,1
77473,20-2-16-4-,1
497196,20-,1
2185499,8-,1
2148820,24-,1
2149779,2-,1
2163008,21-,1
226570,6-,1
437037,19-25-20-2-16-4-9-26-10-18-23-15-5-14-,1
1802068,19-,1
1700909,9-26-18-23-15-5-8-3-13-22-1-12-20-2-16-4-,1
219000,9-26-10-18-23-15-5-14-,1
309332,24-,1
2187356,9-,1
2158856,17-,1
74230,4-,1
49215,3-13-1-12-14-,1
2169935,24-,1
47272,23-15-5-8-12-25-20-2-,1
522047,17-23-,1
2171269,9-,1
2168505,17-7-,1
2187225,3-,1
40150,19-8-3-,1
41612,16-,1
100050,12-8-3-13-,1
55932,8-3-13-22-1-12-,1
167896,9-,1
2167586,9-26-18-23-15-5-,1
70480,21-9-,1
245089,11-,1
184673,11-19-25-20-15-5-14-,1
2163546,9-,1
21082,6-,1
752902,6-24-6-24-,1
2164712,10-18-23-15-5-8-3-13-22-1-12-25-20-2-16-4-,1
226179,24-,1
2164786,22-1-12-14-19-8-3-13-,1
492864,12-,1
2159454,2-,1
2169368,19-8-3-1-12-14-,1
1772822,12-20-16-4-,1
249521,9-18-23-,1
68525,7-17-,2
991671,11-,1
45377,19-,1
72111,17-23-15-5-25-20-2-7-,1
351407,14-,1
846290,24-6-,1
437105,1-,1
2184209,23-,1
670142,6-24-,1
849160,20-2-16-4-,1
202378,6-,1
71185,5-8-3-13-22-1-12-25-,1
935423,11-19-20-2-16-4-,1
40768,21-,1
43395,3-13-22-1-,1
13526,17-,1
1545742,22-,1
81371,19-8-3-13-22-1-,1
2170911,24-,1
2181724,20-2-4-,1
474799,9-,1
2181825,5-,1
2160208,9-26-18-23-15-5-14-16-4-,1
2180456,8-,1
228240,17-7-,1
2157598,14-,1
2150701,24-,1
2178070,5-,1
916244,4-,1
2172386,9-26-10-18-7-25-20-2-7-17-16-4-,1
265266,15-,1
221507,24-,1
55149,14-,1
209597,24-17-23-15-5-14-,1
219361,6-,1
2172158,9-26-,1
2156483,3-,1
2150380,3-,1
2153875,5-,1
2148231,24-,1
826094,22-,1
2171100,19-20-2-16-4-,1
2156925,12-2-16-4-,1
876612,20-2-16-4-,1
2151537,9-,1
43481,21-,2
644554,12-2-,1
2150423,19-,1
2162075,1-13-,1
301945,11-19-,1
2151900,17-,1
97762,9-26-10-18-23-15-5-14-,1
523921,10-18-23-15-5-8-3-13-,1
634410,20-2-4-,1
2166339,21-,1
175227,21-,1
1625900,1-12-20-4-,1
2157926,20-,1
2178437,9-26-18-23-15-5-8-3-13-,1
1555473,2-16-4-,1
2002696,17-7-,1
27011,25-20-2-16-,1
42827,3-13-22-1-,2
817151,24-,1
2174846,3-,1
2168737,9-26-18-23-,1
182193,17-7-,1
107967,15-,1
2154542,18-,1
2177708,21-9-,1
1379744,22-12-4-,1
967073,22-2-,1
2163013,6-,1
2173366,11-19-8-3-13-,1
2171764,11-,1
492095,16-,1
2189096,9-26-18-23-15-5-8-3-13-,1
56946,17-23-15-5-8-12-25-20-2-7-,2
49692,21-,1
454453,8-3-13-,1
2154953,9-26-18-23-15-14-,1
675703,26-18-23-2-16-4-,1
2174231,5-,1
1774652,9-26-10-18-23-15-5-8-3-,1
84021,24-,1
916683,8-,1
922897,19-8-3-1-12-,1
175054,21-,1
250971,1-12-,1
695364,12-25-20-2-16-4-21-,1
54845,17-7-,1
97602,9-26-18-23-15-5-14-,1
801159,17-,1
50920,24-,1
2149607,23-,1
424848,17-,1
2162136,26-15-8-,1
179673,21-21-,1
34862,7-17-,1
65310,6-24-,2
2178387,12-,1
514014,25-20-2-16-,1
2168610,1-12-14-19-8-,1
126914,1-4-,1
372736,22-1-12-,1
2155545,1-,1
2183246,18-13-,1
2170816,2-16-4-,1
2166488,9-26-10-18-23-15-5-8-3-13-22-1-12-25-20-2-16-4-,1
53371,6-24-,2
1007909,9-,1
1402845,11-19-8-3-13-,1
83769,17-7-,1
223483,11-19-8-3-22-1-12-14-,1
777599,1-20-4-,1
171521,1-,1
170537,15-,1
321860,5-,1
99840,12-23-5-8-13-,1
2181781,9-26-10-18-23-15-5-8-3-13-,1
447004,21-,1
2155537,12-,1
73493,17-23-2-7-,2
1547826,6-,1
144009,20-2-7-24-17-15-5-8-13-,1
199153,24-,1
86657,24-16-4-,1
2186393,5-,1
1189483,17-16-4-21-24-,1
69816,21-21-,1
355057,6-,1
1877747,11-19-25-20-15-5-14-,1
1259910,20-2-7-6-,1
2184391,18-,1
2181729,15-,1
38278,24-,1
2179310,17-,1
2150368,15-,1
2163558,17-23-15-5-25-20-2-7-,1
2182642,13-,1
2164577,1-12-20-2-16-4-,1
50043,17-15-5-8-3-1-12-25-20-2-7-,1
440976,12-14-19-8-,1
2154987,16-,1
46047,14-,1
664390,24-,1
2155064,25-,1
45243,14-,1
2168723,11-,1
36774,7-,1
826488,22-,1
340579,9-26-18-23-15-5-8-3-13-22-1-12-8-3-13-,1
2160812,23-,1
2162074,23-,1
1001607,6-,1
2159241,5-,1
101903,26-10-18-15-5-8-3-13-,1
12045,2-4-1-12-,1
449073,22-1-,1
601107,17-7-6-,1
688176,11-20-4-,1
1889397,17-7-,1
2149812,14-,1
2154168,15-,1
440188,19-25-20-2-16-4-21-,1
2187088,19-,1
126688,22-1-12-20-2-16-4-21-9-26-23-15-5-8-3-13-,1
1545502,6-,1
37180,12-8-,3
2171595,9-26-18-23-15-5-20-2-16-4-,1
2187157,5-,1
47197,20-2-16-4-,1
195973,21-,2
1347935,9-21-,1
334733,8-3-13-,2
48822,7-17-,2
2188236,11-19-20-2-16-4-,1
2182633,20-,1
2156270,18-15-,1
1421882,11-,1
2151809,26-,1
228939,22-1-12-14-19-8-3-13-,1
2187401,9-26-10-18-23-15-5-8-3-13-,1
81295,1-12-25-20-2-16-4-21-9-26-10-18-23-15-5-8-3-13-,1
1681151,17-16-4-9-26-18-23-15-5-8-3-13-,1
1999764,17-23-2-7-,1
2162618,21-21-,1
613733,24-6-,1
2170022,3-,1
2175380,22-,1
2187950,9-15-3-,1
302443,8-,1
2173093,15-,1
1167646,7-,1
43527,6-,1
633077,9-5-,1
21191,18-23-15-8-3-13-,1
507930,12-,1
86230,21-,1
2168041,22-1-12-14-,1
57813,4-9-26-10-18-23-15-5-14-,1
251966,22-1-,1
83803,16-4-,1
2168926,22-1-,1
2186680,19-,1
70516,17-16-4-9-26-,1
2165489,9-26-4-,1
767844,1-12-4-21-,1
2152347,23-,1
1275033,11-19-20-2-16-4-,1
2152391,18-,1
687096,1-12-20-2-7-,1
92281,23-15-5-14-19-25-20-2-16-,1
514861,19-8-3-1-12-14-,1
929819,6-,1
116383,22-13-,1
2160841,4-,1
22295,17-16-9-26-18-23-15-5-8-3-13-22-1-12-,1
123517,22-1-12-14-,1
837519,9-26-10-18-7-,1
2161317,9-26-10-18-23-15-5-8-3-13-22-1-12-20-2-16-4-,1
2187592,11-2-,1
2171634,9-,1
71041,22-1-3-13-,1
2163716,9-26-18-23-15-5-8-3-13-22-1-12-25-20-2-16-4-,1
1929883,23-,1
2147919,17-16-4-,1
684989,22-1-12-5-8-3-13-,1
160732,4-,1
715918,1-,1
76476,9-,1
788680,9-18-5-14-,1
425284,14-,1
2015514,13-,1
729430,16-,1
1942589,9-10-18-,1
1506275,6-,1
2170814,23-,1
2185193,19-,1
21630,1-,1
2147753,1-,1
435012,4-,1
86065,6-,1
2162113,18-,1
2152140,18-,1
1883957,9-26-4-,1
845469,9-26-10-18-23-15-5-8-3-13-,1
1838230,9-26-10-18-23-15-5-14-17-16-4-,1
2151295,13-,1
2178308,1-13-,1
93406,22-1-12-14-19-8-3-13-,1
2153759,13-,1
2186859,3-,1
2148638,13-,1
2155175,5-,1
34723,17-16-,1
443143,14-19-,1
2162590,11-19-20-2-16-4-,1
31033,9-26-18-23-15-5-8-3-13-,1
2172253,6-,1
19561,22-12-20-16-4-,1
544079,15-5-3-13-1-12-20-,1
906558,18-23-15-5-14-19-25-20-2-16-,1
54237,9-,1
351090,9-,1
669168,15-,1
839937,9-26-10-18-23-15-5-14-19-25-20-2-16-4-21-,1
1540288,2-16-4-,1
2164956,1-12-25-20-2-16-4-21-,1
446784,21-,1
459042,16-4-,1
2186088,22-1-12-20-2-16-4-,1
685671,6-,1
2154547,9-,1
2183237,9-26-10-18-23-15-5-8-3-13-,1
2183710,26-,1
1077705,17-16-4-26-10-18-7-,1
2183980,15-,1
2186838,15-,1
869364,11-19-20-2-16-,1
2147794,8-,1
828790,3-,1
2170152,24-6-,1
87436,19-20-2-16-4-,1
2184612,23-,1
196694,24-,1
2179454,10-5-14-11-8-,1
2168346,14-19-,1
2158571,7-,1
748031,19-5-14-,1
247,11-19-20-9-2-16-4-14-15-,1
2165910,17-23-15-5-8-12-25-20-2-7-,1
55720,6-,1
1810720,5-2-,1
1222372,19-20-16-,1
667620,9-26-10-18-23-15-5-8-3-13-22-1-12-25-20-2-16-4-,1
1168618,17-16-4-,1
72502,21-,3
219181,18-23-15-5-,1
66450,10-18-23-15-5-8-12-25-20-2-16-,1
2170238,24-17-7-6-,1
1340256,9-26-18-23-15-5-8-,1
94113,24-6-,1
2175153,15-,1
707834,9-,1
2188535,23-14-,1
2179793,18-23-5-,1
467201,5-,1
72464,17-7-,3
2171751,2-,1
58618,14-19-,1
804331,22-,1
2159809,19-20-2-16-4-,1
2183063,9-26-10-18-23-15-5-8-,1
2174659,5-,1
465588,20-,1
42229,20-2-16-4-,1
2178190,13-,1
2150000,15-,1
866159,22-1-12-25-20-2-16-4-9-26-10-18-23-15-5-8-13-,1
2147499,11-,1
2147162,4-,1
1316682,22-,1
55807,6-24-,1
2182304,22-1-12-25-20-2-16-4-21-,1
2160291,21-,1
2184639,15-,1
2152618,8-,1
2165633,11-19-20-6-,1
2151158,9-,1
2059557,9-26-10-18-16-4-,1
2177621,22-13-,1
44928,9-7-,1
2174480,19-,1
74296,7-,1
2170798,9-26-18-23-15-5-14-,1
231755,19-8-3-13-22-1-12-14-,1
2155827,20-,1
527240,19-8-3-13-1-12-14-,1
2183318,18-23-8-2-4-,1
72215,9-26-10-18-23-2-16-4-,1
816237,21-,1
2171813,15-20-4-,1
2169186,9-,1
331902,17-16-4-21-,1
2162477,22-1-12-25-20-2-16-4-,1
571447,20-,1
2153256,22-,1
2180279,5-,1
346760,17-15-5-8-3-13-,1
679776,8-3-,1
2164825,7-17-,1
601944,19-25-,1
97889,9-,1
2154389,23-,1
1363455,11-19-25-20-2-,1
85620,1-12-14-19-8-3-,1
2163616,8-,1
2177159,12-,1
340438,11-19-8-3-13-22-1-14-,1
503152,12-16-4-,1
87669,6-24-,1
2163579,9-2-16-4-,1
80825,24-6-,3
2170253,9-,1
2151281,16-,1
863745,12-25-20-2-16-4-,1
69128,17-7-,1
32470,7-17-,1
76930,17-,1
2173289,17-,1
549300,9-26-15-,1
2159830,24-6-,1
2157749,24-,1
489524,12-,1
909879,22-,1
92573,24-,1
583139,12-19-8-,1
343548,13-,1
2173469,20-2-,1
418625,20-20-2-,1
